Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,6.0,274.126898251295,41992.0583046812,,91.3756327504317,Yes,459.554227321975,Yes,Male,By_16:00,0.9166242678184059,0.128945799544454,658.499110955745,5.70458521135151,99.1481416393071,2.4459999999999997,7554.0,70.8412184612826,320.18922001344,5235.92071324663,46888.7256825617,Maybe,211190.087849498,17.8938318985465,203.072463394695,80.7460266165435,8450.8818932922,60.0,30-45,1.0,626.759768940226,12.0,Motorcycle_or_truck,Student_or_Unemployed,585.268096391865,0.0,Yes
Browns,3.0,324.379307722477,33027.9128001242,Financial,,No,305.45640872118696,Yes,Male,By_16:00,0.0560636485461146,0.262442770181224,800.649705342948,2.26302291965112,70.4591946676373,2.05,7950.0,69.2109822761267,383.28140412264503,3821.12689545716,44930.458184520096,Yes,93303.6176288448,19.5775740101435,250.17038069579,76.113692112267,11809.4525779645,60.0,Below_30,1.0,572.7855764618109,5.0,Public_or_other,Public_Sector,394.57334375862393,0.0,No
Khakis,4.0,738.474815908801,13806.4093951356,Environment,246.15827196959998,Yes,56.0875297208807,Yes,Male,After_16:00,0.571308659622446,0.539925846736878,109.77833182551001,3.70123837841675,49.848064314574,9.484,6516.0,98.33291287068279,298.157135955989,1157.18956912079,30173.975045708798,Maybe,3145.81099019068,17.2672272225737,555.770603078824,72.8452042909339,60850.0531310294,90.0,45_and_up,,390.644004984102,13.0,Motorcycle_or_truck,Industry_or_other,233.38765930324797,0.0,No
Blues,2.0,2009.16175327775,533666.843829948,Education,669.720584425918,Yes,796.849994221702,No,Female,After_16:00,0.37359441281296296,0.0420972674619406,839.634514879435,1.07748843962327,90.69847923237829,9.99,4010.0,96.66799709666522,89.6616666577756,8147.823275532571,40809.4345887657,No,634969.9132911271,9.468984457573882,629.27350653777,70.9915300132707,449205.381788219,100.0,45_and_up,1.0,597.120746248402,14.0,Car,Industry_or_other,873.4804936684669,0.0,Yes
Yellows,3.0,991.253854325838,174956.91730303198,Social,330.417951441946,No,529.501852243557,No,Male,By_16:00,0.0609711983706802,0.4631661423482,614.5796780474479,8.1541451648809,53.1156053533778,6.074,7926.0,42.5744289765134,523.653257731925,6342.32503789942,64689.2408235517,Yes,280372.211529358,22.883471278019098,106.72534220706801,42.579468362964704,109516.44058653401,70.0,30-45,1.0,824.1391762452021,13.0,Car,Public_Sector,599.802118124228,0.0,Yes
Khakis,10.0,54.8067888786129,11850.7045432151,Healthcare,18.2689296262043,Yes,648.680836025384,No,Male,After_16:00,0.6454660610761489,0.00476288492791355,899.664415046573,0.940883071161807,12.115405150689199,12.527999999999999,3472.0,14.746566116809799,560.8938115183261,7608.595983290491,73660.40084583679,Maybe,420786.827026591,23.683196817962,316.10753055705203,97.5658712908626,362.02271931341005,80.0,Below_30,3.0,955.788203359015,13.0,Public_or_other,Industry_or_other,772.2313787799651,0.0,No
Reds,9.0,193.600690356181,39981.7380305001,Foreign_Affairs,64.5335634520605,No,619.5495164342041,No,Male,By_16:00,0.12374927639029902,0.117318168049678,316.83754944242503,,6.9406679132953295,6.534,5466.0,95.4420239897445,449.10993505340997,7093.71503444886,59429.5254142782,Yes,383841.603313856,21.1922140196207,144.768136337447,61.5297138690948,4239.11437527318,40.0,Below_30,2.0,748.0753895094,9.0,Foot_or_bicycle,Services_or_Retail,,0.0,No
Violets,6.0,780.061761218168,200252.194067158,Healthcare,260.020587072723,No,770.1397659376539,No,Female,After_16:00,0.48751842696219705,0.8971902723424141,208.84441933594601,,13.7878604466096,8.782,7218.0,64.1403441783041,762.627904224874,9226.65346782629,88860.0666479675,No,593115.2590785039,27.615718426738,402.501646678764,70.1640657149255,67880.7262887161,80.0,Below_30,2.0,1084.1934010274001,10.0,Foot_or_bicycle,Hightech,641.628621262498,1.0,No
Blues,10.0,1339.25943279927,348040.82661019696,Environment,446.41981093309096,Yes,779.6267506200819,No,Female,By_16:00,0.400071868905798,0.838199274381623,688.8022304046901,9.60205080220476,42.5851750420406,10.929,3071.0,91.74832913558929,313.70581011287896,8423.67912642658,43833.4752083756,Maybe,607817.870282428,17.7117421535229,425.825861649327,35.3827049490064,199747.06740447,90.0,Below_30,1.0,479.501287615858,13.0,Public_or_other,Services_or_Retail,238.406766904518,1.0,No
Khakis,4.0,182.609933579552,55654.465538406796,Financial,60.8699778598507,No,914.317164145316,No,Female,After_16:00,0.273392132949084,0.8851815552916379,833.7510947603729,4.91268638521433,20.289654098451102,,7726.0,69.29569831117989,761.103648343123,10665.3789381394,,Yes,835975.876650732,27.588107009056,666.246777982863,33.6053837789223,3776.0241825185603,60.0,45_and_up,4.0,1252.2849905641401,11.0,Car,Student_or_Unemployed,951.71998128159,0.0,Yes
Purples,9.0,374.181854322998,48065.920960222,Financial,,No,385.368133742244,Yes,Male,By_16:00,0.757056973874569,0.7159639529418199,361.98080144822603,5.4500713897869,90.03370057325809,5.7410000000000005,4259.0,42.3901614965871,382.824777345707,4619.33089211386,49177.703368248396,No,148508.59850398,19.5659085489457,165.36010045773702,42.304824548773496,15691.622851951799,60.0,30-45,3.0,643.958741397833,9.0,Motorcycle_or_truck,Hightech,521.759256824944,3.0,No
Greens,1.0,556.180963491728,51328.0059269484,Social,185.393654497243,No,276.85956170475,Yes,Male,After_16:00,0.471025024773553,0.594404396833852,622.538829222322,2.84006457775831,15.134897455573098,2.135,7865.0,26.877616927959,498.240461076616,3765.07653920073,59669.4802059442,Maybe,76651.2169073462,22.3213006134637,272.65958233411703,60.7642518123612,34566.2007823402,70.0,45_and_up,1.0,804.44217050539,9.0,Motorcycle_or_truck,Hightech,656.679598731921,0.0,Yes
Purples,3.0,145.087793385135,24152.1736290433,Education,48.362597795045005,No,499.39777286979796,Yes,Female,By_16:00,0.7896550267469141,0.349435952492058,142.784661846235,0.800611120648682,80.304218409583,2.186,,24.698609136976298,440.84657033313204,5875.6708693642395,54542.9592932314,Yes,249398.13554731398,20.9963465948991,66.8177788062599,34.176029684022105,2397.30346328034,100.0,45_and_up,2.0,681.168462930152,13.0,Foot_or_bicycle,Hightech,468.933544686707,0.0,No
Purples,10.0,916.7602339390261,132181.592262131,Healthcare,305.586744646342,No,432.55015008948,Yes,Female,By_16:00,0.128572783898562,0.14682746632024601,12.2618419118226,2.88852691184729,84.5523607684299,0.875999999999999,9124.0,68.1565692415461,487.568124243669,5300.637749382129,57329.062433329294,Yes,187099.63234243102,22.080944822259497,72.3499477433503,26.9576782360673,93698.8452481949,80.0,45_and_up,4.0,720.550238617697,10.0,Foot_or_bicycle,Hightech,476.96782357889396,3.0,
Khakis,3.0,752.0464675545841,539.110655633346,Social,250.68215585152802,Yes,2.15057451457632,Yes,Male,After_16:00,0.957558166468516,0.0818032501265407,709.08882888034,8.82155226543546,9.146679588593539,8.168,7832.0,81.30265322979541,17.978990334086102,57.4637258139355,1655.13664046901,Maybe,4.62497074274519,4.24016395132147,849.954374254657,31.0983178205788,63102.2254182213,70.0,45_and_up,4.0,20.3147932520117,13.0,Public_or_other,Student_or_Unemployed,7.83728899975307,0.0,Yes
Purples,7.0,66.6906402771954,9960.89721541108,Healthcare,22.2302134257318,No,448.079243534441,Yes,Male,By_16:00,0.787320320494473,0.8223583581857379,688.441826961935,1.91826232010499,11.907019815407699,4.976,5024.0,82.41626045200971,379.751947921326,5240.29633118706,52335.616470010595,Yes,200775.00848639698,19.487225249412102,179.94996741215698,34.231077902950304,526.4126023793181,80.0,45_and_up,1.0,698.2827969656599,14.0,Foot_or_bicycle,Student_or_Unemployed,623.396238966044,2.0,No
Khakis,3.0,185.29851378000802,9008.374839101709,Financial,61.7661712600025,No,145.846418117472,Yes,Male,By_16:00,0.95478429319337,0.234159821178764,327.672034269199,2.459236306604,85.35696251783521,9.392000000000001,6608.0,20.5074932659045,271.693998831324,2001.85217883737,24787.1070893446,No,21271.177677696498,16.4831428687409,635.050498985696,88.7579402886331,3886.8260833799604,60.0,45_and_up,2.0,271.54832934345296,8.0,Public_or_other,Public_Sector,24.878177167027804,1.0,No
Blues,7.0,1081.25678443257,28419.0985022085,Healthcare,360.41892814419,No,78.8501831702888,Yes,Male,By_16:00,0.391216950723901,0.746502235298976,545.426118420437,6.491640314925459,42.691464652307296,10.752,3248.0,64.64161872863771,645.887004211545,2080.2758401259803,54521.1686375551,No,6217.3513859880895,25.4143070771474,622.34834843319,67.94193203095351,130272.22269275099,80.0,45_and_up,1.0,622.004087036476,13.0,Car,Student_or_Unemployed,65.64152985811229,2.0,Yes
Browns,8.0,914.7609570021381,107599.377148319,,304.920319000713,No,352.87703194376996,Yes,Female,After_16:00,0.503060441697016,0.6706905495375389,385.762479156256,7.37164802383631,86.7812525480986,5.867000000000001,4133.0,50.3134187543765,396.31888037863405,4321.40808019497,47351.224360347194,Maybe,124522.199673444,19.9077593008011,197.19804010564098,97.377994377166,93291.3212584972,80.0,30-45,3.0,601.6878343832431,8.0,Motorcycle_or_truck,Public_Sector,419.42627769619105,0.0,Yes
Purples,10.0,339.71157742515203,46419.25590044,Education,113.237192475051,Yes,409.929413524337,Yes,Female,After_16:00,0.720716170500964,0.0891315927729011,99.7420572675765,2.50254020094872,50.9480115491897,2.085,7915.0,72.0533228013664,348.977422509037,4797.24898026144,47063.943037119,Maybe,168042.124072407,18.680937409804603,178.288546698382,11.1746250186116,12945.8989521067,100.0,30-45,1.0,619.788908708008,12.0,Motorcycle_or_truck,Services_or_Retail,529.432574194882,1.0,Yes
Purples,3.0,702.664127512744,99965.0332757852,Social,234.22137583758098,No,426.797225139285,Yes,Female,By_16:00,,0.9861091149505229,830.3569883573799,8.03804388269782,72.8039876325056,4.936,5064.0,48.89318868517879,506.451678999493,5280.87560939183,59777.424509679004,Maybe,182155.871386593,22.5044813092747,76.7057240522175,64.586327620782,55103.8742750871,70.0,Below_30,0.0,759.480524099378,11.0,Public_or_other,Student_or_Unemployed,521.988580971811,0.0,Yes
Purples,4.0,650.602820116934,98640.62170983141,Education,216.867606705645,Yes,454.84257980361605,Yes,Female,After_16:00,0.632629230152816,0.0924868322908878,,0.90206015156582,94.46142930537461,,9783.0,65.35972605925049,475.91643524925,5500.2586685346605,57088.1770261579,Maybe,206881.772402409,21.8155090531771,52.04425963542629,30.9175826376304,47258.4264449398,100.0,Below_30,2.0,719.0816225211299,12.0,Public_or_other,Hightech,490.545145632886,2.0,Yes
Khakis,10.0,906.58715956101,255904.27081832898,Education,302.19571985367,No,846.816331291005,No,Male,After_16:00,0.857892618747428,0.0823586294427514,731.2865771818911,3.79050408024341,54.9958503106609,7.319,8681.0,43.946407036855796,836.2499596551061,10140.6632322203,100917.844714405,Yes,717097.898941157,28.917986784268102,598.369280044108,94.1241815220565,91634.4488177316,100.0,30-45,2.0,1263.8711687763,14.0,Car,Student_or_Unemployed,853.129143915214,0.0,No
Turquoises,4.0,146.504704405629,15979.4684373372,Social,48.8349014685429,No,327.214102144353,Yes,Female,After_16:00,0.529310772428289,0.7781245047226549,142.20320782624202,5.907014615368099,97.3130741156638,8.837,7163.0,13.7752807233483,277.12593542237596,3826.392892288279,34993.7016559956,Maybe,107069.068642135,16.6470999102659,336.8918443014,96.15745691116899,,70.0,30-45,0.0,439.982297436998,10.0,Foot_or_bicycle,Industry_or_other,315.695090684849,1.0,Yes
Khakis,9.0,112.627936842929,35319.9499482937,Healthcare,37.5426456143097,No,940.795443963895,No,Male,By_16:00,0.957718099001795,0.323205292224884,45.369952218607104,4.18481909204274,74.5669543975964,12.276,3724.0,99.47289433330299,886.5872707683591,11181.128981175701,108338.941095221,Maybe,885096.067383223,29.775615371782997,727.815335276418,49.541857978329105,1456.9928853359602,80.0,Below_30,1.0,1357.62628126979,12.0,Foot_or_bicycle,Public_Sector,931.2363863637539,0.0,No
Blues,2.0,1856.37311274572,503924.619288675,Environment,618.7910375819081,Yes,814.3696154002099,No,Female,After_16:00,0.9339045858941971,0.193248428171501,321.070038015023,4.445036470424379,17.717945016920602,6.537999999999999,7462.0,22.757038334384603,939.1947465483099,10022.0856470987,91599.16185797189,No,663197.870487086,30.646284384054,663.932952133091,86.9233408477157,383531.13922927604,90.0,30-45,4.0,983.65350891836,12.0,Foot_or_bicycle,Hightech,113.88255096972,3.0,No
Violets,8.0,512.5494207603131,14337.991409358401,Environment,170.84980692010402,Yes,83.92161318662379,Yes,Female,After_16:00,,0.9860547534190122,918.7354906462131,1.21994951507077,88.4143193485215,6.855,9145.0,83.7771145626903,79.5201261377531,998.256384141744,12369.0227903252,No,7042.837159845309,8.91740579640476,663.6471549754621,91.1224396433681,29370.5063315571,90.0,30-45,0.0,179.541693867257,11.0,Car,Hightech,199.16283804923302,0.0,No
Khakis,8.0,700.782324003785,228706.365769722,Financial,233.59410800126201,No,979.07591816694,No,Female,After_16:00,0.717038045404479,0.20391485118307198,88.53486506268379,5.64594991039485,17.687266110442604,8.593,7407.0,75.8878333494067,931.9482272258031,11654.655636121,113117.71591283599,No,958589.6535344371,30.527827096369,788.191326692792,80.7887478033081,54809.8014009063,60.0,45_and_up,1.0,1413.1298468836999,11.0,Foot_or_bicycle,Student_or_Unemployed,952.9377011275751,2.0,No
Khakis,10.0,274.30257873314497,882.4689231259689,Education,91.4341929110483,Yes,,Yes,Female,By_16:00,0.8052636038046329,0.0602169302292168,637.41905009374,,88.76633853651579,10.214,5786.0,53.6288836039603,198.902282631025,494.318669562667,18763.4370028625,No,93.1497232895047,14.1032720540669,691.315999425729,97.27034438401459,8461.64582620584,100.0,30-45,2.0,238.394160955918,12.0,Car,Public_Sector,116.83393108997801,0.0,No
Khakis,1.0,454.847966033544,37428.0596030662,Healthcare,151.615988677848,Yes,246.860901211368,Yes,Male,By_16:00,0.344513629563153,0.410536887124181,451.74695900641404,5.18360915360972,91.6146687231958,8.756,7244.0,99.8837481020018,456.093010376208,3380.7950328661,,No,60940.304546888896,21.3563341979893,282.074044750899,16.3946848828346,23149.0240114392,80.0,Below_30,2.0,626.949228248193,13.0,Motorcycle_or_truck,Hightech,383.558857576938,1.0,Yes
Purples,7.0,759.710245942784,108004.184220775,Healthcare,253.236748647595,No,426.494909595739,Yes,Female,After_16:00,0.5448741123545909,0.381006680661812,957.8526867553591,7.67345197731629,63.471119129098994,2.822,7178.0,18.5495137237012,398.273496091978,5061.49608814135,51977.4812075677,Maybe,181897.90791107801,19.956790726266,138.832326722956,37.0387559290975,64392.0876142527,80.0,30-45,3.0,680.773638683266,12.0,Foot_or_bicycle,Student_or_Unemployed,559.356002481823,0.0,Yes
Browns,10.0,393.705010788448,42464.1812771592,Financial,131.235003596149,No,323.573590227761,Yes,Female,After_16:00,0.9542072140611709,0.28019644576124797,594.332816777751,0.978668353054672,73.1209332356229,6.733,3267.0,42.7816160488874,347.054203988491,3929.84431025459,41920.165881927,Yes,104699.86829288301,18.629390864665698,264.23183815005797,8.71264110319316,17363.8611724775,60.0,45_and_up,1.0,532.860023677108,,Public_or_other,Services_or_Retail,376.30776212937997,0.0,Yes
Browns,6.0,413.757244286011,66243.6053321873,Financial,137.91908142866998,Yes,480.307761957126,Yes,Male,After_16:00,0.37141916924156204,0.700684803770855,843.02209620364,3.4858061256818504,44.110304699279396,4.172,5828.0,91.5662236744538,468.498079091316,5740.0737777539,56101.2864769507,No,230695.54619626398,21.6448164485476,58.6489905007681,92.63138249516491,19169.5921035569,60.0,30-45,2.0,696.987921212119,5.0,Foot_or_bicycle,Student_or_Unemployed,454.617747668444,1.0,No
Greys,10.0,150.329804567608,21384.0025488009,Foreign_Affairs,50.109934855869206,No,426.74177506531305,Yes,Male,,0.560995719162747,0.86912604700774,592.393780592829,4.748349315486849,17.9103244794533,5.1339999999999995,6866.0,25.1427476527169,568.731964013432,5404.88167868,63019.611793717995,No,182108.54258589397,23.8481018954011,113.87419716437,34.9923531990498,2571.1155061153304,40.0,Below_30,1.0,777.7165211302099,9.0,Foot_or_bicycle,Public_Sector,446.36715202317805,4.0,No
Greens,1.0,483.82759489160696,51217.0710092621,Social,161.275864963869,No,317.574306736698,Yes,Female,By_16:00,0.8294806911144409,0.5628491758834571,271.473290165886,0.16975216334685697,30.323854507878398,1.851,8149.0,16.1251615965739,494.570893060587,4164.884853488161,59509.063936691105,Yes,100853.440299295,22.2389499091254,225.45908414935502,37.6163467997685,,70.0,30-45,1.0,793.058827413421,9.0,Public_or_other,Industry_or_other,632.3751859704461,0.0,No
Purples,3.0,652.0705168469809,83586.96175031179,Financial,217.35683894899398,Yes,384.560992672178,Yes,Female,By_16:00,0.0176389343105257,0.5238697512540971,212.442479562014,2.10784429684281,56.940784119069605,,9464.0,92.9613211890683,382.24729481302,4610.10451634782,47442.4102881044,Maybe,147887.157085011,19.5511456138258,172.630652227028,60.5206950334832,47471.3522768478,60.0,45_and_up,1.0,606.937139112757,11.0,Foot_or_bicycle,Student_or_Unemployed,448.916949027643,0.0,Yes
Greys,10.0,1005.31565184611,179332.485023705,Foreign_Affairs,335.105217282037,Yes,535.1527692652189,No,Male,After_16:00,0.6882681448478251,0.534690437139943,636.038119439036,0.362499498296529,6.75950376316905,7.947,4053.0,7.12281668093055,486.528981879959,6324.58565641211,57605.2187294813,Maybe,286388.486452232,22.057401974846396,91.3639076019681,27.7357624610886,112640.61186692401,40.0,30-45,3.0,699.767515000568,6.0,Car,Services_or_Retail,416.752308764166,0.0,Yes
Purples,8.0,210.875673356318,26945.7855890188,Education,70.2918911187728,Yes,383.34130950451004,Yes,Female,By_16:00,0.525456309784204,0.22995843552053,549.644535640255,0.163800031878054,10.928164399228999,5.6610000000000005,4339.0,4.567954293452201,421.03994289470296,4675.4929808345005,50728.1329288296,No,146950.559572632,20.5192578543841,147.069455854151,66.6096462169662,5021.24184817219,100.0,45_and_up,1.0,646.142584679091,15.0,Car,Public_Sector,457.74501024681604,3.0,No
Greens,5.0,406.98635638942903,40628.1590272972,Environment,135.662118796476,No,299.48049896116197,Yes,Male,After_16:00,0.344395787920803,0.0989315630868077,913.999310461804,3.42075858730823,20.554176485166,3.283,6717.0,0.816315738484263,488.38878445271894,3971.58255851706,58731.6873974791,No,89688.5692580264,22.099520005029998,241.148420817481,79.9717135028914,18549.8725951458,90.0,Below_30,1.0,786.2243941409939,11.0,Foot_or_bicycle,Services_or_Retail,633.452876474862,0.0,No
